COD_MUNICIPIO_TSE;UF;MUNICIPIO;ELEITORADO APTO;FEMININO;MASCULINO;NÃO INFORMADO;16 ANOS;17 ANOS;18 A 20 ANOS;21 A 24 ANOS;25 A 34 ANOS;35 A 44 ANOS;45 A 59 ANOS;60 A 69 ANOS;70 A 79 ANOS;SUPERIOR A 79 ANOS;INVÁLIDA
1120;AC;ACRELÂNDIA;9506;4526;4980;0;111;168;674;1007;2239;1962;1954;825;367;198;1
1570;AC;ASSIS BRASIL;5505;2752;2753;0;67;84;432;656;1461;1137;988;410;196;74;0
1058;AC;BRASILÉIA;17613;8775;8838;0;159;257;1260;1843;4156;3603;3618;1429;752;536;0
1007;AC;BUJARI;7888;3833;4055;0;116;178;669;826;1898;1666;1543;649;285;58;0
1015;AC;CAPIXABA;7882;3643;4239;0;129;230;641;815;1688;1615;1736;618;288;122;0
1074;AC;CRUZEIRO DO SUL;54101;27740;26361;0;879;1325;5126;6100;13557;10956;9245;3530;2073;1308;2
1112;AC;EPITACIOLÂNDIA;11559;5836;5723;0;145;191;909;1155;2694;2357;2353;901;531;322;1
1139;AC;FEIJÓ;19739;9595;10143;1;233;486;1824;2351;4779;3903;3492;1346;810;509;6
1104;AC;JORDÃO;4724;2159;2565;0;104;179;557;622;1222;909;671;228;115;116;1
1090;AC;MÂNCIO LIMA;11981;5934;6046;1;265;372;1144;1346;3081;2387;1971;748;432;235;0
1554;AC;MANOEL URBANO;6711;3147;3564;0;142;179;627;792;1628;1323;1137;435;248;199;1
1040;AC;MARECHAL THAUMATURGO;9458;4386;5072;0;191;293;1050;1272;2579;1761;1367;471;287;184;3
1511;AC;PLÁCIDO DE CASTRO;13586;6526;7060;0;237;297;1082;1403;3043;2650;2781;1101;588;404;0
1023;AC;PORTO ACRE;11331;5498;5833;0;170;315;966;1127;2490;2296;2461;1024;397;84;1
1066;AC;PORTO WALTER;5884;2777;3107;0;190;215;657;700;1612;1167;875;282;133;53;0
1392;AC;RIO BRANCO;241196;128470;112726;0;1018;2202;17482;26119;62656;53351;50009;17611;7666;3074;8
1082;AC;RODRIGUES ALVES;11062;5397;5664;1;314;391;1166;1375;2771;2221;1700;639;332;153;0
1031;AC;SANTA ROSA DO PURUS;3157;1563;1594;0;61;101;301;408;880;580;465;189;85;86;1
1457;AC;SENA MADUREIRA;27557;13610;13946;1;378;615;2519;3201;6678;5580;4653;1979;1138;812;4
1538;AC;SENADOR GUIOMARD;16206;8253;7953;0;266;428;1439;1672;3754;3345;3318;1243;557;183;1
1473;AC;TARAUACÁ;24900;12099;12801;0;405;568;2377;3043;6292;4782;4229;1593;945;663;3
1490;AC;XAPURI;10906;5331;5575;0;160;233;1003;1207;2544;2105;2203;919;404;128;0
27014;AL;ÁGUA BRANCA;14518;7469;7049;0;216;331;1296;1566;3364;2610;2817;1264;828;225;1
27030;AL;ANADIA;12558;6595;5963;0;149;275;917;1285;2780;2376;2718;1176;623;259;0
27057;AL;ARAPIRACA;135998;75164;60834;0;844;1723;9161;13963;32689;28273;30204;12388;5519;1229;5
27073;AL;ATALAIA;30194;15523;14671;0;402;638;2350;3186;7224;6154;6208;2602;1088;333;9
27090;AL;BARRA DE SANTO ANTÔNIO;11680;6049;5631;0;223;300;1012;1286;2827;2442;2334;873;320;63;0
27111;AL;BARRA DE SÃO MIGUEL;6520;3339;3181;0;64;127;466;683;1610;1508;1386;470;175;31;0
27138;AL;BATALHA;12020;6368;5652;0;245;292;968;1282;2945;2252;2441;1006;475;113;1
27154;AL;BELÉM;4780;2456;2324;0;112;117;352;469;1088;952;931;408;263;88;0
27170;AL;BELO MONTE;5154;2595;2559;0;138;143;428;621;1208;906;1090;372;206;42;0
27197;AL;BOCA DA MATA;19640;10102;9538;0;277;473;1579;2039;4437;4024;4138;1769;708;195;1
27219;AL;BRANQUINHA;8158;4077;4081;0;137;225;665;964;2028;1607;1604;609;276;42;1
27235;AL;CACIMBINHAS;7929;4197;3732;0;150;173;587;803;1752;1510;1720;740;394;100;0
27251;AL;CAJUEIRO;14437;7523;6914;0;213;332;1157;1528;3574;2955;2940;1159;450;129;0
27081;AL;CAMPESTRE;5423;2764;2659;0;149;165;515;645;1272;1052;993;370;212;50;0
27278;AL;CAMPO ALEGRE;23369;12093;11276;0;477;614;2115;2657;5496;4827;4458;1901;721;102;1
27294;AL;CAMPO GRANDE;8106;4129;3977;0;197;243;716;858;1932;1479;1543;693;346;98;1
27316;AL;CANAPI;13019;6703;6316;0;284;347;1111;1454;2874;2310;2584;1209;666;179;1
27332;AL;CAPELA;12753;6558;6195;0;159;275;1001;1258;3065;2686;2598;1098;503;110;0
27359;AL;CARNEIROS;6388;3304;3084;0;172;178;637;760;1574;1120;1178;455;251;63;0
27375;AL;CHÃ PRETA;5873;2977;2896;0;131;167;466;594;1431;1168;1116;470;264;66;0
27391;AL;COITÉ DO NÓIA;8346;4275;4071;0;169;174;682;917;1922;1517;1734;752;375;103;1
27413;AL;COLÔNIA LEOPOLDINA;14574;7360;7214;0;297;418;1282;1544;3425;2963;2825;1159;522;137;2
27430;AL;COQUEIRO SECO;4508;2311;2197;0;55;93;265;464;1110;980;964;414;133;30;0
27456;AL;CORURIPE;38541;19878;18663;0;390;632;2912;4265;9707;8049;7987;2872;1323;402;2
28894;AL;CRAÍBAS;17375;9046;8329;0;300;444;1400;1855;4262;3317;3554;1511;599;132;1
27472;AL;DELMIRO GOUVEIA;36137;19201;16936;0;424;573;2685;3690;8714;7092;7595;3217;1651;495;1
27499;AL;DOIS RIACHOS;8517;4306;4211;0;219;243;737;975;1873;1551;1671;732;399;115;2
27049;AL;ESTRELA DE ALAGOAS;11658;6179;5479;0;175;227;797;1126;2502;2238;2434;1309;660;187;3
27510;AL;FEIRA GRANDE;16651;8652;7999;0;339;371;1344;1869;3954;3258;3319;1399;654;143;1
27537;AL;FELIZ DESERTO;3504;1823;1681;0;65;73;298;385;838;673;707;295;126;44;0
27553;AL;FLEXEIRAS;8541;4358;4183;0;91;197;725;959;2008;1716;1793;700;284;68;0
27570;AL;GIRAU DO PONCIANO;25167;13031;12136;0;496;646;2120;2847;6049;4731;4809;2166;1030;272;1
27596;AL;IBATEGUARA;10805;5507;5298;0;210;284;1070;1216;2534;2076;2103;888;363;61;0
27618;AL;IGACI;19184;10075;9109;0;295;380;1366;1997;4563;3697;3862;1967;906;151;0
27634;AL;IGREJA NOVA;16720;8420;8300;0;264;375;1296;1846;4289;3193;3415;1375;502;163;2
27650;AL;INHAPI;12219;6507;5712;0;208;334;1074;1401;2751;2113;2482;1136;576;143;1
27677;AL;JACARÉ DOS HOMENS;4748;2431;2317;0;119;123;402;536;1170;854;971;368;165;39;1
27693;AL;JACUÍPE;5414;2626;2788;0;152;158;490;575;1314;1075;1024;382;205;39;0
27715;AL;JAPARATINGA;6308;3208;3100;0;125;134;463;654;1524;1375;1279;494;204;56;0
27731;AL;JARAMATAIA;4548;2279;2269;0;84;92;352;472;1126;860;975;360;180;47;0
27065;AL;JEQUIÁ DA PRAIA;7344;3623;3721;0;135;183;558;766;1778;1623;1499;561;203;38;0
27758;AL;JOAQUIM GOMES;12859;6554;6305;0;168;308;1024;1405;3189;2636;2678;1019;367;65;0
27774;AL;JUNDIÁ;4194;2057;2137;0;104;98;413;510;956;806;820;320;135;32;0
27790;AL;JUNQUEIRO;18463;9563;8900;0;226;334;1426;1970;4499;3647;3705;1551;847;258;0
27812;AL;LAGOA DA CANOA;13609;7207;6402;0;289;327;999;1498;3146;2550;2787;1275;617;118;3
27839;AL;LIMOEIRO DE ANADIA;17189;9022;8167;0;330;400;1455;1959;4220;3258;3333;1483;623;127;1
27855;AL;MACEIÓ;579962;322515;257447;0;1522;4813;36242;55178;135067;127638;144375;53795;18473;2837;22
27871;AL;MAJOR ISIDORO;14314;7477;6837;0;285;306;1152;1454;3176;2720;3024;1315;709;172;1
27979;AL;MAR VERMELHO;3266;1652;1614;0;64;63;238;309;726;692;700;307;122;45;0
27898;AL;MARAGOGI;18853;9841;9012;0;281;380;1433;2173;4617;4123;3782;1348;578;134;4
27910;AL;MARAVILHA;7692;3925;3767;0;130;192;639;757;1826;1413;1625;670;352;88;0
27936;AL;MARECHAL DEODORO;34816;18307;16509;0;277;655;2502;3595;8269;7630;7678;2850;1110;246;4
27952;AL;MARIBONDO;10214;5500;4714;0;144;187;701;975;2329;2108;2114;1030;500;126;0
27995;AL;MATA GRANDE;16524;8529;7995;0;362;454;1452;1855;3729;2841;3157;1500;906;263;5
28010;AL;MATRIZ DE CAMARAGIBE;17896;9270;8626;0;278;380;1526;1932;4129;3684;3589;1453;683;242;0
28037;AL;MESSIAS;12555;6537;6018;0;208;295;1083;1325;3110;2659;2506;917;367;85;0
28053;AL;MINADOR DO NEGRÃO;4428;2263;2165;0;110;115;334;458;941;847;925;450;216;30;2
28070;AL;MONTEIRÓPOLIS;5697;2994;2703;0;146;147;489;620;1389;1081;1045;477;234;69;0
28096;AL;MURICI;18670;9693;8977;0;172;346;1462;2100;4725;3753;3808;1531;603;169;1
28118;AL;NOVO LINO;9834;4834;5000;0;265;292;949;1139;2353;1886;1880;661;328;81;0
28134;AL;OLHO D'ÁGUA DAS FLORES;14424;7641;6783;0;248;349;1228;1429;3426;2800;2992;1179;615;158;0
28150;AL;OLHO D'ÁGUA DO CASADO;6811;3437;3374;0;193;165;633;850;1681;1247;1245;469;274;54;0
28177;AL;OLHO D'ÁGUA GRANDE;4364;2145;2219;0;137;117;410;486;1018;828;760;347;199;61;1
28193;AL;OLIVENÇA;8712;4413;4299;0;233;251;794;998;1981;1641;1637;690;393;94;0
28215;AL;OURO BRANCO;7747;3972;3775;0;113;152;663;802;1773;1517;1576;679;373;99;0
28231;AL;PALESTINA;4258;2254;2004;0;150;122;456;427;962;834;748;297;195;67;0
28258;AL;PALMEIRA DOS ÍNDIOS;49320;26737;22583;0;348;716;3122;4625;11176;9890;11043;4987;2655;752;6
28274;AL;PÃO DE AÇÚCAR;17904;9316;8588;0;298;455;1542;2052;4137;3341;3528;1509;817;225;0
27022;AL;PARICONHA;7954;4063;3891;0;175;195;699;841;1824;1468;1488;728;440;95;1
27006;AL;PARIPUEIRA;9439;4891;4548;0;127;219;762;1011;2216;2093;1893;810;249;59;0
28290;AL;PASSO DE CAMARAGIBE;11135;5581;5554;0;180;250;857;1223;2744;2480;2124;823;336;116;2
28312;AL;PAULO JACINTO;6127;3160;2967;0;107;128;435;651;1501;1199;1188;590;255;71;2
28339;AL;PENEDO;40897;22014;18883;0;347;629;2812;4144;9931;8094;8839;3492;1831;772;6
28355;AL;PIAÇABUÇU;12891;6715;6176;0;161;273;1058;1297;3133;2560;2616;1017;559;217;0
28371;AL;PILAR;25104;13356;11748;0;307;529;1766;2421;5972;5384;5292;2172;1009;252;0
28398;AL;PINDOBA;2479;1271;1208;0;55;59;190;265;565;480;544;209;91;21;0
28410;AL;PIRANHAS;17213;8966;8247;0;388;490;1759;2002;4297;3255;3147;1240;516;118;1
28436;AL;POÇO DAS TRINCHEIRAS;9693;4857;4836;0;227;236;925;1115;2298;1713;1951;771;364;93;0
28452;AL;PORTO CALVO;19892;10211;9681;0;339;504;1738;2263;4609;4267;3985;1427;631;127;2
28479;AL;PORTO DE PEDRAS;6640;3384;3256;0;101;143;438;641;1658;1413;1460;539;186;61;0
28495;AL;PORTO REAL DO COLÉGIO;14681;7627;7054;0;303;340;1165;1582;3537;2857;2911;1215;622;149;0
28517;AL;QUEBRANGULO;9606;4908;4698;0;176;220;710;1022;2284;1960;1801;874;440;118;1
28533;AL;RIO LARGO;52328;27851;24477;0;380;747;3781;5549;12195;11176;12171;4179;1789;359;2
28550;AL;ROTEIRO;4994;2516;2478;0;114;156;447;516;1310;1092;878;341;121;19;0
28576;AL;SANTA LUZIA DO NORTE;5658;2993;2665;0;80;103;405;607;1346;1270;1143;476;189;39;0
28592;AL;SANTANA DO IPANEMA;30078;16120;13958;0;346;630;2418;3286;7190;5921;6380;2512;1176;217;2
28614;AL;SANTANA DO MUNDAÚ;8259;4225;4034;0;164;213;714;873;2034;1601;1639;671;288;60;2
28630;AL;SÃO BRÁS;5852;2950;2902;0;112;133;492;632;1334;1168;1181;497;242;61;0
28657;AL;SÃO JOSÉ DA LAJE;16477;8530;7947;0;257;402;1445;1868;3884;3237;3438;1291;544;111;0
28673;AL;SÃO JOSÉ DA TAPERA;20093;10476;9617;0;425;630;2142;2445;4765;3547;3704;1554;741;138;2
28690;AL;SÃO LUÍS DO QUITUNDE;21707;11006;10701;0;246;468;1958;2585;5400;4702;4120;1581;560;83;4
28711;AL;SÃO MIGUEL DOS CAMPOS;38370;20266;18104;0;400;687;2815;3934;9622;8304;8224;3037;1163;182;2
28738;AL;SÃO MIGUEL DOS MILAGRES;6552;3392;3160;0;124;132;426;685;1547;1426;1313;579;244;75;1
28754;AL;SÃO SEBASTIÃO;24135;12544;11591;0;444;513;1968;2704;5851;4738;4790;2104;845;177;1
28770;AL;SATUBA;9916;5274;4642;0;123;167;613;1001;2242;2244;2368;781;322;52;3
28916;AL;SENADOR RUI PALMEIRA;8743;4507;4236;0;231;249;918;1083;1960;1555;1655;670;355;66;1
28797;AL;TANQUE D'ARCA;5154;2683;2471;0;103;101;372;573;1176;974;973;465;305;111;1
28819;AL;TAQUARANA;13315;7057;6258;0;231;296;1035;1410;3004;2564;2817;1343;532;82;1
28932;AL;TEOTÔNIO VILELA;27739;14470;13269;0;315;585;2348;3154;6631;5701;5557;2294;957;197;0
28835;AL;TRAIPU;17188;8688;8500;0;372;518;1501;1807;3939;3158;3469;1421;783;219;1
28851;AL;UNIÃO DOS PALMARES;43032;22931;20101;0;437;826;3569;4764;10406;8903;9003;3576;1321;222;5
28878;AL;VIÇOSA;19278;10268;9010;0;212;368;1435;2025;4567;4012;4089;1705;687;176;2
2895;AM;ALVARÃES;9727;4606;5120;1;264;273;946;1254;2486;1792;1505;595;348;262;2
2917;AM;AMATURÁ;5467;2639;2826;2;106;148;487;676;1327;971;991;375;225;160;1
2933;AM;ANAMÃ;6970;3267;3703;0;153;187;649;788;1765;1288;1213;397;278;251;1
2038;AM;ANORI;9663;4631;5031;1;198;234;814;1050;2411;1929;1706;648;399;273;1
2003;AM;APUÍ;10164;4688;5472;4;98;179;663;936;2249;2045;2314;971;467;242;0
2054;AM;ATALAIA DO NORTE;7687;3708;3977;2;138;192;653;1026;2069;1390;1303;419;289;208;0
2070;AM;AUTAZES;23840;11696;12144;0;465;657;2193;2726;5921;4635;4421;1718;818;286;0
2097;AM;BARCELOS;10025;4663;5360;2;157;284;797;1114;2430;1818;1864;760;450;348;3
2119;AM;BARREIRINHA;18134;8650;9482;2;299;413;1467;2111;4542;3441;3188;1216;756;700;1
2135;AM;BENJAMIN CONSTANT;19481;9940;9534;7;151;288;1442;2387;5174;3563;3474;1343;979;678;2
2950;AM;BERURI;11193;5308;5885;0;198;297;1116;1417;2987;2063;1781;646;389;298;1
2976;AM;BOA VISTA DO RAMOS;10434;4861;5572;1;235;318;867;1239;2610;1935;1720;662;409;438;1
2151;AM;BOCA DO ACRE;20292;9869;10420;3;269;403;1475;2126;4929;4016;3815;1545;980;732;2
2178;AM;BORBA;20147;9686;10458;3;355;491;1687;2393;4997;3775;3466;1340;836;806;1
2992;AM;CAAPIRANGA;8125;3749;4376;0;158;233;737;909;1919;1571;1399;576;335;287;1
2194;AM;CANUTAMA;8323;3891;4431;1;173;198;688;933;2063;1566;1591;584;321;206;0
2216;AM;CARAUARI;18603;9055;9542;6;392;516;1779;2216;4427;3298;3463;1225;774;511;2
2232;AM;CAREIRO;19786;9672;10114;0;235;415;1556;1962;4555;4010;4290;2004;653;106;0
2046;AM;CAREIRO DA VÁRZEA;14411;7025;7386;0;158;274;1050;1544;3255;3094;3218;1235;507;75;1
2259;AM;COARI;48681;23692;24988;1;957;1251;4323;5748;12511;9668;7989;3128;1774;1328;4
2275;AM;CODAJÁS;14506;6910;7595;1;233;303;1135;1630;3618;2754;2586;1074;630;542;1
2291;AM;EIRUNEPÉ;20882;10154;10719;9;380;529;1747;2384;5039;3923;3671;1429;988;785;7
2313;AM;ENVIRA;11244;5388;5854;2;223;261;932;1210;2584;2094;2192;763;515;469;1
2330;AM;FONTE BOA;14677;7031;7646;0;342;416;1331;1690;3653;2779;2470;897;590;507;2
2020;AM;GUAJARÁ;9392;4442;4947;3;158;219;684;875;2209;1881;1936;659;447;323;1
2356;AM;HUMAITÁ;28782;14001;14778;3;390;613;2224;3373;7512;5604;5180;2094;1161;631;0
2399;AM;IPIXUNA;10677;5037;5633;7;237;316;1019;1152;2689;1896;1883;673;450;360;2
98353;AM;IRANDUBA;26980;13839;13141;0;121;371;1989;3075;6794;5933;5545;2171;835;146;0
2410;AM;ITACOATIARA;62343;31426;30917;0;574;1305;5410;7167;15707;13073;12110;4663;1887;446;1
98370;AM;ITAMARATI;6529;3006;3518;5;181;212;568;842;1610;1240;1101;397;231;147;0
2437;AM;ITAPIRANGA;7128;3460;3668;0;149;179;583;806;1804;1407;1310;474;264;151;1
2453;AM;JAPURÁ;4438;2062;2375;1;141;155;442;595;1119;765;748;230;117;124;2
2470;AM;JURUÁ;6993;3267;3724;2;155;208;645;765;1716;1214;1320;425;303;241;1
2496;AM;JUTAÍ;11728;5689;6037;2;256;345;1117;1398;3003;2121;1911;732;503;342;0
2518;AM;LÁBREA;23231;11406;11820;5;328;524;1893;2535;5695;4285;4271;1726;1110;861;3
2534;AM;MANACAPURU;61793;31512;30281;0;572;1153;5142;7277;16104;12632;11588;4438;2213;674;0
98396;AM;MANAQUIRI;12920;6170;6749;1;240;321;1031;1357;3006;2486;2590;972;549;367;1
2550;AM;MANAUS;1257129;665730;591399;0;5486;18018;97411;136321;326100;292325;268967;86842;22200;3455;4
2577;AM;MANICORÉ;28111;13438;14667;6;572;755;2351;3217;6598;5131;5079;2023;1254;1128;3
2593;AM;MARAÃ;9477;4452;5023;2;223;305;944;1216;2396;1753;1560;526;312;240;2
2615;AM;MAUÉS;30117;14881;15230;6;336;549;2070;3227;7538;5720;5776;2323;1187;1389;2
2631;AM;NHAMUNDÁ;12851;6049;6802;0;237;338;1058;1464;3157;2414;2296;863;586;437;1
2658;AM;NOVA OLINDA DO NORTE;16672;8096;8575;1;284;418;1433;1992;4006;2973;2969;1178;644;773;2
2011;AM;NOVO AIRÃO;9899;4922;4977;0;151;255;830;1186;2537;1912;1836;717;336;139;0
2674;AM;NOVO ARIPUANÃ;11989;5790;6194;5;205;325;1026;1316;2878;2168;2158;798;607;506;2
2690;AM;PARINTINS;64044;31876;32167;1;1155;1642;6077;7599;15400;11966;11457;4440;2426;1878;4
2712;AM;PAUINI;9851;4714;5136;1;184;260;795;1060;2362;1864;1803;662;453;405;3
98418;AM;PRESIDENTE FIGUEIREDO;21006;10229;10777;0;238;454;1816;2266;4863;4460;4625;1701;498;82;3
98434;AM;RIO PRETO DA EVA;14112;6983;7129;0;118;225;1046;1498;3343;2863;3138;1353;448;80;0
2372;AM;SANTA ISABEL DO RIO NEGRO;7467;3649;3818;0;96;156;586;809;1671;1360;1399;584;494;312;0
2739;AM;SANTO ANTÔNIO DO IÇÁ;13159;6349;6806;4;278;335;1164;1697;3387;2425;2116;839;500;416;2
2836;AM;SÃO GABRIEL DA CACHOEIRA;28756;14203;14551;2;204;494;2199;3133;6703;5227;5347;2519;1549;1378;3
2755;AM;SÃO PAULO DE OLIVENÇA;15918;7911;8005;2;255;423;1480;1992;4094;2930;2597;1028;667;450;2
98450;AM;SÃO SEBASTIÃO DO UATUMÃ;6153;2937;3214;2;136;184;597;724;1551;1209;1040;375;200;137;0
2771;AM;SILVES;6970;3269;3701;0;114;197;596;839;1701;1315;1261;533;233;181;0
98477;AM;TABATINGA;30111;15960;14145;6;225;491;2208;3565;8008;5919;5538;2196;1228;732;1
2798;AM;TAPAUÁ;12122;5800;6321;1;186;256;1032;1502;3344;2326;1984;756;420;313;3
2810;AM;TEFÉ;39297;19772;19523;2;564;956;3358;4659;10077;7801;6556;2642;1502;1179;3
98515;AM;TONANTINS;8913;4201;4710;2;205;247;883;1178;2259;1595;1322;562;343;318;1
98493;AM;UARINI;7391;3548;3843;0;162;164;583;903;1976;1494;1234;447;244;184;0
2852;AM;URUCARÁ;11395;5492;5901;2;214;311;934;1342;2827;2174;2040;782;476;295;0
2879;AM;URUCURITUBA;12020;5521;6498;1;208;301;1099;1478;3043;2163;2042;834;427;424;1
6017;AP;AMAPÁ;6026;2919;3107;0;133;168;572;661;1552;1154;1135;398;200;53;0
6033;AP;CALÇOENE;7423;3408;4015;0;155;183;667;771;1810;1459;1633;502;203;39;1
6068;AP;CUTIAS;4062;1915;2147;0;98;125;436;530;1078;812;655;222;78;28;0
6114;AP;FERREIRA GOMES;7133;3468;3665;0;195;251;750;912;1811;1459;1147;407;155;46;0
6041;AP;ITAUBAL;5522;2639;2883;0;128;177;527;703;1534;1064;951;294;118;26;0
6130;AP;LARANJAL DO JARI;27718;13583;14135;0;509;707;2710;3314;7041;5643;5343;1572;660;219;0
6050;AP;MACAPÁ;277688;145335;132353;0;2125;4077;23133;32439;75128;62372;54414;16444;6262;1291;3
6076;AP;MAZAGÃO;14146;6825;7321;0;332;420;1474;1811;3644;2608;2392;856;450;159;0
6092;AP;OIAPOQUE;18261;9082;9179;0;217;344;1514;1969;4699;4111;3905;1094;352;55;1
6084;AP;PEDRA BRANCA DO AMAPARI;8316;3850;4466;0;166;227;728;992;2331;1695;1516;463;162;36;0
6025;AP;PORTO GRANDE;13176;6249;6927;0;270;304;1125;1526;3291;2738;2651;839;327;105;0
6009;AP;PRACUÚBA;3351;1586;1765;0;106;111;352;366;893;687;520;209;91;16;0
6157;AP;SANTANA;73096;37325;35770;1;1052;1595;6527;8963;20127;15401;12820;4196;1935;479;1
6106;AP;SERRA DO NAVIO;3454;1601;1853;0;79;84;310;369;938;680;675;198;90;31;0
6173;AP;TARTARUGALZINHO;8514;4060;4454;0;234;286;868;1039;2148;1491;1554;599;229;66;0
6122;AP;VITÓRIA DO JARI;9560;4571;4989;0;227;315;1036;1231;2467;1825;1599;502;259;99;0
33014;BA;ABAÍRA;6931;3573;3355;3;66;80;299;517;1320;1106;1641;913;591;398;0
33030;BA;ABARÉ;12746;6412;6325;9;263;287;1007;1333;3105;2495;2324;994;621;314;3
33057;BA;ACAJUTIBA;11262;5904;5357;1;132;177;724;1187;2580;2173;2306;1023;633;327;0
33065;BA;ADUSTINA;10859;5622;5237;0;217;234;766;1003;2509;2021;2319;1042;566;181;1
33073;BA;ÁGUA FRIA;12435;6325;6109;1;118;161;845;1266;3026;2395;2394;1178;797;254;1
33111;BA;AIQUARA;3787;1874;1913;0;77;89;234;325;779;669;851;412;227;124;0
33138;BA;ALAGOINHAS;94177;52294;41883;0;275;879;5864;8465;21663;20935;22299;8827;3843;1125;2
33154;BA;ALCOBAÇA;17660;8686;8958;16;180;217;870;1668;3932;3567;3725;1759;978;761;3
33170;BA;ALMADINA;5352;2708;2643;1;83;101;264;502;1159;979;1141;604;359;160;0
33197;BA;AMARGOSA;25553;13535;12007;11;95;199;1298;2407;5845;5274;5547;2361;1478;1048;1
33219;BA;AMÉLIA RODRIGUES;18439;9772;8648;19;122;282;1076;1641;4266;4016;4111;1696;898;329;2
30716;BA;AMÉRICA DOURADA;13130;6606;6518;6;222;253;891;1288;2690;2469;2862;1147;757;551;0
33235;BA;ANAGÉ;18214;9217;8989;8;122;204;867;1546;3946;3374;4149;2154;1293;559;0
33251;BA;ANDARAÍ;10500;5243;5250;7;137;200;697;1025;2557;1935;2023;898;590;437;1
33260;BA;ANDORINHA;11247;5554;5693;0;119;166;669;1022;2462;2421;2627;1049;563;148;1
33278;BA;ANGICAL;12153;5802;6346;5;133;198;765;1096;2796;2286;2621;1259;693;305;1
33294;BA;ANGUERA;9445;4823;4620;2;131;166;531;915;2271;1926;1943;784;579;198;1
33316;BA;ANTAS;10837;5523;5312;2;152;195;634;950;2297;1877;2324;1122;775;511;0
33332;BA;ANTÔNIO CARDOSO;10759;5630;5127;2;91;140;637;1048;2715;2066;2215;933;637;277;0
33359;BA;ANTÔNIO GONÇALVES;8298;4165;4129;4;135;175;565;775;1895;1566;1668;846;482;191;0
33375;BA;APORÁ;13538;6694;6825;19;109;156;770;1246;2888;2529;2826;1270;974;768;2
33405;BA;APUAREMA;5871;2899;2971;1;92;98;350;570;1472;1043;1170;602;310;164;0
33383;BA;ARAÇÁS;8877;4588;4289;0;88;173;707;979;2379;1823;1749;663;241;75;0
33391;BA;ARACATU;13118;6311;6778;29;233;248;725;1085;2909;2273;2865;1290;882;607;1
33413;BA;ARACI;40715;20413;20280;22;517;722;2765;4124;9829;7838;7853;3383;2224;1456;4
33430;BA;ARAMARI;8366;4311;4055;0;120;161;615;835;1896;1756;1762;709;388;124;0
30732;BA;ARATACA;5569;2805;2764;0;99;117;466;510;1142;1094;1186;615;269;70;1
33456;BA;ARATUÍPE;8161;4158;4000;3;101;136;532;791;1999;1662;1705;687;382;166;0
33472;BA;AURELINO LEAL;9213;4814;4399;0;184;205;736;911;2053;1683;1940;895;426;179;1
33499;BA;BAIANÓPOLIS;11645;5605;6031;9;218;260;792;1067;2646;2223;2425;1047;658;308;1
33510;BA;BAIXA GRANDE;16154;8284;7857;13;191;249;1053;1525;3640;2913;3373;1657;987;565;1
33529;BA;BANZAÊ;10269;5143;5122;4;141;175;665;933;2250;1903;2121;983;714;383;1
33537;BA;BARRA;36258;17728;18491;39;451;678;2999;4054;8911;6517;6690;2776;1844;1336;2
33553;BA;BARRA DA ESTIVA;18852;9394;9438;20;312;375;1255;1735;4870;3670;3604;1468;878;685;0
33570;BA;BARRA DO CHOÇA;27386;13790;13564;32;297;493;1806;2517;6439;5295;5579;2299;1623;1037;1
33596;BA;BARRA DO MENDES;12291;6206;6080;5;186;247;756;1045;2623;2126;2602;1313;912;481;0
33618;BA;BARRA DO ROCHA;3887;1977;1910;0;73;64;271;353;845;749;903;356;202;71;0
33634;BA;BARREIRAS;94612;48809;45723;80;619;1096;5868;9441;24806;20922;20114;6217;3172;2352;5
30759;BA;BARRO ALTO;9785;4858;4926;1;148;159;626;884;2093;1894;2225;938;610;207;1
33650;BA;BARRO PRETO;6168;2975;3191;2;112;123;408;611;1408;1163;1333;572;312;125;1
30775;BA;BARROCAS;13178;6576;6599;3;213;268;826;1255;3475;2716;2470;987;651;317;0
33677;BA;BELMONTE;16115;8170;7941;4;209;318;968;1579;3735;3127;3407;1504;865;402;1
33693;BA;BELO CAMPO;15147;7575;7566;6;231;263;893;1358;3286;2728;3220;1436;1070;662;0
33715;BA;BIRITINGA;12317;6382;5930;5;111;200;697;1179;3035;2319;2530;1131;729;386;0
33731;BA;BOA NOVA;13796;6814;6974;8;273;269;786;1244;2958;2344;2702;1395;1075;748;2
33758;BA;BOA VISTA DO TUPIM;13516;6840;6655;21;120;179;845;1470;3152;2382;2922;1300;787;358;1
33774;BA;BOM JESUS DA LAPA;45763;23645;22102;16;256;512;2614;4632;11456;8860;9649;3575;2182;2022;5
33782;BA;BOM JESUS DA SERRA;9340;4556;4774;10;168;199;599;911;2136;1692;1796;885;612;342;0
33790;BA;BONINAL;10510;5442;5066;2;246;230;774;1046;2224;1806;2082;1013;740;349;0
33804;BA;BONITO;12273;6027;6228;18;265;333;1071;1344;2848;2394;2361;849;485;323;0
33812;BA;BOQUIRA;16263;8332;7927;4;278;369;1105;1603;3527;2774;3380;1542;1167;518;0
33839;BA;BOTUPORÃ;9858;4990;4867;1;136;179;649;978;2220;1738;2087;878;593;400;0
33855;BA;BREJÕES;11462;5770;5688;4;68;97;571;1060;2789;2237;2409;1060;573;598;0
